Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,WHO,EN_ATM_PM25,72,None,GPERM3,2023-02-27T00:00:00,2019,14.13807
2011,A,0,WHO,EN_ATM_PM25,72,None,GPERM3,2023-02-27T00:00:00,2019,13.68966
2012,A,0,WHO,EN_ATM_PM25,72,None,GPERM3,2023-02-27T00:00:00,2019,12.99973
2013,A,0,WHO,EN_ATM_PM25,72,None,GPERM3,2023-02-27T00:00:00,2019,12.80619
2014,A,0,WHO,EN_ATM_PM25,72,None,GPERM3,2023-02-27T00:00:00,2019,12.77959
2015,A,0,WHO,EN_ATM_PM25,72,None,GPERM3,2023-02-27T00:00:00,2019,12.88574
2016,A,0,WHO,EN_ATM_PM25,72,None,GPERM3,2023-02-27T00:00:00,2019,12.68932
2017,A,0,WHO,EN_ATM_PM25,72,None,GPERM3,2023-02-27T00:00:00,2019,13.11235
2018,A,0,WHO,EN_ATM_PM25,72,None,GPERM3,2023-02-27T00:00:00,2019,12.94709
2019,A,0,WHO,EN_ATM_PM25,72,None,GPERM3,2023-02-27T00:00:00,2019,12.8184
2010,A,0,WHO,EN_ATM_PM25,72,CITY,GPERM3,2023-02-27T00:00:00,2019,15.44725
2011,A,0,WHO,EN_ATM_PM25,72,CITY,GPERM3,2023-02-27T00:00:00,2019,15.39241
2012,A,0,WHO,EN_ATM_PM25,72,CITY,GPERM3,2023-02-27T00:00:00,2019,14.7237
2013,A,0,WHO,EN_ATM_PM25,72,CITY,GPERM3,2023-02-27T00:00:00,2019,14.5099
2014,A,0,WHO,EN_ATM_PM25,72,CITY,GPERM3,2023-02-27T00:00:00,2019,14.69904
2015,A,0,WHO,EN_ATM_PM25,72,CITY,GPERM3,2023-02-27T00:00:00,2019,14.84098
2016,A,0,WHO,EN_ATM_PM25,72,CITY,GPERM3,2023-02-27T00:00:00,2019,14.58469
2017,A,0,WHO,EN_ATM_PM25,72,CITY,GPERM3,2023-02-27T00:00:00,2019,15.11396
2018,A,0,WHO,EN_ATM_PM25,72,CITY,GPERM3,2023-02-27T00:00:00,2019,15.01791
2019,A,0,WHO,EN_ATM_PM25,72,CITY,GPERM3,2023-02-27T00:00:00,2019,14.77706
2010,A,0,WHO,EN_ATM_PM25,72,R,GPERM3,2023-02-27T00:00:00,2019,13.93142
2011,A,0,WHO,EN_ATM_PM25,72,R,GPERM3,2023-02-27T00:00:00,2019,13.4164
2012,A,0,WHO,EN_ATM_PM25,72,R,GPERM3,2023-02-27T00:00:00,2019,12.72879
2013,A,0,WHO,EN_ATM_PM25,72,R,GPERM3,2023-02-27T00:00:00,2019,12.53802
2014,A,0,WHO,EN_ATM_PM25,72,R,GPERM3,2023-02-27T00:00:00,2019,12.47603
2015,A,0,WHO,EN_ATM_PM25,72,R,GPERM3,2023-02-27T00:00:00,2019,12.57781
2016,A,0,WHO,EN_ATM_PM25,72,R,GPERM3,2023-02-27T00:00:00,2019,12.39079
2017,A,0,WHO,EN_ATM_PM25,72,R,GPERM3,2023-02-27T00:00:00,2019,12.79273
2018,A,0,WHO,EN_ATM_PM25,72,R,GPERM3,2023-02-27T00:00:00,2019,12.62177
2019,A,0,WHO,EN_ATM_PM25,72,R,GPERM3,2023-02-27T00:00:00,2019,12.5098
2010,A,0,WHO,EN_ATM_PM25,72,TSUB,GPERM3,2023-02-27T00:00:00,2019,14.86161
2011,A,0,WHO,EN_ATM_PM25,72,TSUB,GPERM3,2023-02-27T00:00:00,2019,14.69004
2012,A,0,WHO,EN_ATM_PM25,72,TSUB,GPERM3,2023-02-27T00:00:00,2019,13.9403
2013,A,0,WHO,EN_ATM_PM25,72,TSUB,GPERM3,2023-02-27T00:00:00,2019,13.74228
2014,A,0,WHO,EN_ATM_PM25,72,TSUB,GPERM3,2023-02-27T00:00:00,2019,13.85383
2015,A,0,WHO,EN_ATM_PM25,72,TSUB,GPERM3,2023-02-27T00:00:00,2019,13.96441
2016,A,0,WHO,EN_ATM_PM25,72,TSUB,GPERM3,2023-02-27T00:00:00,2019,13.73603
2017,A,0,WHO,EN_ATM_PM25,72,TSUB,GPERM3,2023-02-27T00:00:00,2019,14.27476
2018,A,0,WHO,EN_ATM_PM25,72,TSUB,GPERM3,2023-02-27T00:00:00,2019,14.08122
2019,A,0,WHO,EN_ATM_PM25,72,TSUB,GPERM3,2023-02-27T00:00:00,2019,13.90313
2010,A,0,WHO,EN_ATM_PM25,72,U,GPERM3,2023-02-27T00:00:00,2019,15.21061
2011,A,0,WHO,EN_ATM_PM25,72,U,GPERM3,2023-02-27T00:00:00,2019,15.10866
2012,A,0,WHO,EN_ATM_PM25,72,U,GPERM3,2023-02-27T00:00:00,2019,14.40728
2013,A,0,WHO,EN_ATM_PM25,72,U,GPERM3,2023-02-27T00:00:00,2019,14.19992
2014,A,0,WHO,EN_ATM_PM25,72,U,GPERM3,2023-02-27T00:00:00,2019,14.35781
2015,A,0,WHO,EN_ATM_PM25,72,U,GPERM3,2023-02-27T00:00:00,2019,14.48717
2016,A,0,WHO,EN_ATM_PM25,72,U,GPERM3,2023-02-27T00:00:00,2019,14.24224
2017,A,0,WHO,EN_ATM_PM25,72,U,GPERM3,2023-02-27T00:00:00,2019,14.77541
2018,A,0,WHO,EN_ATM_PM25,72,U,GPERM3,2023-02-27T00:00:00,2019,14.64012
2019,A,0,WHO,EN_ATM_PM25,72,U,GPERM3,2023-02-27T00:00:00,2019,14.42467
