Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,ACTIVITY,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,Repository: ILO-STATISTICS - Micro data processing,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,SL_TLF_MANF,204,ISIC4_C,PT,2025-02-27T00:00:00,2022,7.58
2011,A,0,Repository: ILO-STATISTICS - Micro data processing,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,SL_TLF_MANF,204,ISIC4_C,PT,2025-02-27T00:00:00,2022,15.31
2013,A,0,Repository: ILO-STATISTICS - Micro data processing,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,SL_TLF_MANF,204,ISIC4_C,PT,2025-02-27T00:00:00,2022,11.12
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,SL_TLF_MANF,204,ISIC4_C,PT,2025-02-27T00:00:00,2022,13.75
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,SL_TLF_MANF,204,ISIC4_C,PT,2025-02-27T00:00:00,2022,14.22
