Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_ARMS,PT,2025-03-26T00:00:00,2023,0.16217
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_ARMS,PT,2025-03-26T00:00:00,2023,0.16217
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_ARMS,PT,2025-03-26T00:00:00,2023,0.16217
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_ARMS,PT,2025-03-26T00:00:00,2023,0.19194
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_ARMS,PT,2025-03-26T00:00:00,2023,0.19194
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_ARMS,PT,2025-03-26T00:00:00,2023,0.19194
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_ARMS,PT,2025-03-26T00:00:00,2023,0.35437
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_ARMS,PT,2025-03-26T00:00:00,2023,0.35437
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_ARMS,PT,2025-03-26T00:00:00,2023,0.35437
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_ARMS,PT,2025-03-26T00:00:00,2023,0.35437
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_ARMS,PT,2025-03-26T00:00:00,2023,0.35437
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,8.70843
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,2.21643
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,2.13669
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,2.13689
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,2.10251
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,2.09909
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,2.18028
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,2.0364
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,2.03674
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,2.0355
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,2.00599
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,1.94098
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,1.94098
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,1.94098
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,1.93811
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_CLTH,PT,2025-03-26T00:00:00,2023,1.93811
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01456
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01481
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01229
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01401
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01513
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.0153
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01513
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01516
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01559
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01559
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01563
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.0136
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01359
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01358
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01371
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_IND,PT,2025-03-26T00:00:00,2023,0.01371
2000,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,4.4477
2005,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.81313
2010,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.4617
2011,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.49282
2012,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.49478
2013,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.55869
2014,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.49569
2015,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.50421
2016,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.50497
2017,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.37969
2018,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.50992
2019,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.34179
2020,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.33688
2021,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.35229
2022,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.33077
2023,A,0,"International Trade Centre (ITC), United Nations Conference on Trade and Development (UNCTAD) and World Trade Organisation (WTO).",TM_TAX_DPRF,72,AGG_TXT,PT,2025-03-26T00:00:00,2023,3.33076
