Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,79.7
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,77.8
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,76.0
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,74.2
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,72.5
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,70.9
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,69.3
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,67.9
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,66.4
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,65.1
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,63.7
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,62.4
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,61.0
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,59.7
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,58.3
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,57.0
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,55.7
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,54.4
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,53.1
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,51.8
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,50.4
2021,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,49.1
2022,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,47.7
2023,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,None,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,46.4
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,74.1
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,72.2
2002,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,70.5
2003,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,68.7
2004,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,66.9
2005,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,65.2
2006,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,63.5
2007,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,61.9
2008,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,60.4
2009,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,59.0
2010,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,57.6
2011,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,56.2
2012,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,54.9
2013,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,53.6
2014,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,52.3
2015,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,51.0
2016,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,49.8
2017,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,48.7
2018,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,47.5
2019,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,46.2
2020,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,45.1
2021,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,43.9
2022,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,42.7
2023,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,F,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,41.4
2000,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,84.9
2001,A,0,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",SH_DYN_IMRT,204,M,Y0,PER_1000_LIVE_BIRTHS,2025-03-19T00:00:00,2023,83.1
