Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,CUST_BREAKDOWN_LB,Value
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_ART,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,4.8
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_ART,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,6.2
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_ART,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,6.8
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_ART,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,10.1
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_ART,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,11.7
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_ART,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,12.8
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_CRP,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,51.5
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_CRP,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,48.2
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_CRP,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,48.2
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_CRP,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,52.1
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_CRP,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,57.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_CRP,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,60.3
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_GRS,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,204.6
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_GRS,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,204.6
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_GRS,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,203.4
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_GRS,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,199.7
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_GRS,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,196.1
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_GRS,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,193.6
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_IWB,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_IWB,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_IWB,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_IWB,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_IWB,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_IWB,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_MGCI,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,637.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_MGCI,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,635.7
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_MGCI,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,635.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_MGCI,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,631.7
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_MGCI,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,630.1
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_MGCI,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,629.1
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_PSG,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_PSG,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_PSG,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_PSG,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_PSG,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_PSG,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SAF,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SAF,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SAF,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SAF,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SAF,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SAF,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SHR,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,26.3
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SHR,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,27.7
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SHR,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,27.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SHR,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,27.2
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SHR,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,26.9
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SHR,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,26.8
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SNV,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SNV,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SNV,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SNV,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SNV,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_SNV,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_TBL,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_TBL,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_TBL,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_TBL,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_TBL,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_TBL,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,0.0
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,354.6
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,355.1
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,356.4
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,352.7
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,350.1
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCOV,204,C04,LC_TRE,KM2,2025-03-21T00:00:00,2021,Remaining mountain area,348.3
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,204,None,LC_ART,PT,2025-03-21T00:00:00,2021,,0.74
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,204,None,LC_ART,PT,2025-03-21T00:00:00,2021,,0.96
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,204,None,LC_ART,PT,2025-03-21T00:00:00,2021,,1.06
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,204,None,LC_ART,PT,2025-03-21T00:00:00,2021,,1.58
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,204,None,LC_ART,PT,2025-03-21T00:00:00,2021,,1.82
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,204,None,LC_ART,PT,2025-03-21T00:00:00,2021,,1.99
2000,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,204,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,8.02
2005,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,204,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,7.52
2010,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,204,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,7.5
2015,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,204,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,8.11
2018,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,204,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,8.88
2021,E,0,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),ER_MTN_GRNCVI,204,None,LC_CRP,PT,2025-03-21T00:00:00,2021,,9.39
