Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,8.6,6.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_WAST,72,None,Y0T4,PT,2025-03-27T00:00:00,2007-2008,5.9
2007,A,0,8.6,6.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_WAST,72,None,Y0T4,PT,2025-03-27T00:00:00,2007-2008,7.3
2000,A,3,20.5,14.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_WASTN,72,None,Y0T4,NUMBER,2025-03-27T00:00:00,2007-2008,12.5
2007,A,3,20.5,14.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_WASTN,72,None,Y0T4,NUMBER,2025-03-27T00:00:00,2007-2008,17.4
2000,A,0,27.7,4.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,72,None,Y0T4,PT,2025-03-28T00:00:00,2024,9.8
2001,A,0,27.7,4.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,72,None,Y0T4,PT,2025-03-28T00:00:00,2024,9.9
2002,A,0,27.7,4.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,72,None,Y0T4,PT,2025-03-28T00:00:00,2024,9.9
2003,A,0,27.7,4.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,72,None,Y0T4,PT,2025-03-28T00:00:00,2024,10.0
2004,A,0,27.7,4.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,72,None,Y0T4,PT,2025-03-28T00:00:00,2024,10.0
2005,A,0,27.7,4.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,72,None,Y0T4,PT,2025-03-28T00:00:00,2024,10.1
2006,A,0,27.7,4.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,72,None,Y0T4,PT,2025-03-28T00:00:00,2024,10.2
2007,A,0,27.7,4.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SN_STA_OVWGT,72,None,Y0T4,PT,2025-03-28T00:00:00,2024,10.2
