Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,1.1
2001,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.97
2002,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.9
2003,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.85
2004,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.8
2005,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.77
2006,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.72
2007,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.68
2008,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.56
2009,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.53
2010,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.53
2011,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.48
2012,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.42
2013,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.39
2014,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.34
2015,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.26
2016,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.23
2017,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.22
2018,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.21
2019,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.16
2020,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.14
2021,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.13
2022,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.1
2023,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,None,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.098
2000,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.47
2001,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.41
2002,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.37
2003,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.35
2004,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,204,None,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,0.32
