Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2021,A,0,Births registered,Vital statistics 2021,SG_REG_BRTH,72,Y0T4,PT,2025-03-24T00:00:00,2021,100
