Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,COMMENT_OBS,Value
2015,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
2016,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
2017,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
2018,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
2019,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
2020,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
2021,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
2022,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,86.0
2023,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
2015,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_HPV,72,PT,2025-03-17T00:00:00,2023,The HPV vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),64.0
2016,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_HPV,72,PT,2025-03-17T00:00:00,2023,The HPV vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),73.0
2017,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_HPV,72,PT,2025-03-17T00:00:00,2023,The HPV vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),0.0
2018,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_HPV,72,PT,2025-03-17T00:00:00,2023,The HPV vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),0.0
2019,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_HPV,72,PT,2025-03-17T00:00:00,2023,The HPV vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),43.0
2020,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_HPV,72,PT,2025-03-17T00:00:00,2023,The HPV vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),0.0
2021,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_HPV,72,PT,2025-03-17T00:00:00,2023,The HPV vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),21.0
2022,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_HPV,72,PT,2025-03-17T00:00:00,2023,The HPV vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),20.0
2023,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_HPV,72,PT,2025-03-17T00:00:00,2023,The HPV vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),32.0
2013,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_MCV2,72,PT,2025-03-17T00:00:00,2023,MCV2 have not been introduced in the national immunization schedule in the given country (or  group of countries),83.0
2014,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_MCV2,72,PT,2025-03-17T00:00:00,2023,MCV2 have not been introduced in the national immunization schedule in the given country (or  group of countries),85.0
2015,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_MCV2,72,PT,2025-03-17T00:00:00,2023,MCV2 have not been introduced in the national immunization schedule in the given country (or  group of countries),80.0
2016,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_MCV2,72,PT,2025-03-17T00:00:00,2023,MCV2 have not been introduced in the national immunization schedule in the given country (or  group of countries),74.0
2017,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_MCV2,72,PT,2025-03-17T00:00:00,2023,MCV2 have not been introduced in the national immunization schedule in the given country (or  group of countries),74.0
2018,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_MCV2,72,PT,2025-03-17T00:00:00,2023,MCV2 have not been introduced in the national immunization schedule in the given country (or  group of countries),74.0
2019,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_MCV2,72,PT,2025-03-17T00:00:00,2023,MCV2 have not been introduced in the national immunization schedule in the given country (or  group of countries),76.0
2020,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_MCV2,72,PT,2025-03-17T00:00:00,2023,MCV2 have not been introduced in the national immunization schedule in the given country (or  group of countries),66.0
2021,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_MCV2,72,PT,2025-03-17T00:00:00,2023,MCV2 have not been introduced in the national immunization schedule in the given country (or  group of countries),70.0
2022,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_MCV2,72,PT,2025-03-17T00:00:00,2023,MCV2 have not been introduced in the national immunization schedule in the given country (or  group of countries),77.0
2023,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_MCV2,72,PT,2025-03-17T00:00:00,2023,MCV2 have not been introduced in the national immunization schedule in the given country (or  group of countries),79.0
2012,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_PCV3,72,PT,2025-03-17T00:00:00,2023,The PCV3 vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),52.0
2013,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_PCV3,72,PT,2025-03-17T00:00:00,2023,The PCV3 vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),72.0
2014,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_PCV3,72,PT,2025-03-17T00:00:00,2023,The PCV3 vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),95.0
2015,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_PCV3,72,PT,2025-03-17T00:00:00,2023,The PCV3 vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),93.0
2016,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_PCV3,72,PT,2025-03-17T00:00:00,2023,The PCV3 vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),91.0
2017,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_PCV3,72,PT,2025-03-17T00:00:00,2023,The PCV3 vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),89.0
2018,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_PCV3,72,PT,2025-03-17T00:00:00,2023,The PCV3 vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),91.0
2019,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_PCV3,72,PT,2025-03-17T00:00:00,2023,The PCV3 vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),92.0
2020,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_PCV3,72,PT,2025-03-17T00:00:00,2023,The PCV3 vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),90.0
2021,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_PCV3,72,PT,2025-03-17T00:00:00,2023,The PCV3 vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),90.0
2022,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_PCV3,72,PT,2025-03-17T00:00:00,2023,The PCV3 vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),68.0
2023,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_PCV3,72,PT,2025-03-17T00:00:00,2023,The PCV3 vaccine has not been introduced in the national immunization schedule in the given country (or  group of countries),81.0
