Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,COMMENT_OBS,Value
2000,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,97.0
2001,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,97.0
2002,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,97.0
2003,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,96.0
2004,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,96.0
2005,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,96.0
2006,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,96.0
2007,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,96.0
2008,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,96.0
2009,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,96.0
2010,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
2011,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
2012,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
2013,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
2014,A,0,"WHO/UNICEF coverage estimates 2023 revision, July 2024",SH_ACS_DTP3,72,PT,2025-03-26T00:00:00,2023,,95.0
