Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2001,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,85.4201341
2002,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,90.89521975
2003,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,76.6686251
2004,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,86.3879511
2005,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,80.10125753
2006,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,95.53892556
2007,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,116.1836407
2008,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,96.55348841
2009,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,75.64834802
2010,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,92.25084455
2011,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,93.82723076
2012,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,94.34677673
2013,A,0,Budgetary Central Government Sector,IMF,GC_GOB_TAXD,204,PT,2025-03-26T00:00:00,2013,102.3830538
