Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2017,A,0,Directorate-General for Water,ER_H2O_IWRMD,204,PT,2025-03-21T00:00:00,2023,63
2020,A,0,Directorate-General for Water,ER_H2O_IWRMD,204,PT,2025-03-21T00:00:00,2023,68
2023,A,0,Directorate-General for Water,ER_H2O_IWRMD,204,PT,2025-03-21T00:00:00,2023,68
2017,A,0,Directorate-General for Water,ER_H2O_IWRMD_EE,204,PT,2024-05-08T00:00:00,2023,70
2020,A,0,Directorate-General for Water,ER_H2O_IWRMD_EE,204,PT,2024-05-08T00:00:00,2023,69
2023,A,0,Directorate-General for Water,ER_H2O_IWRMD_EE,204,PT,2024-05-08T00:00:00,2023,70
2017,A,0,Directorate-General for Water,ER_H2O_IWRMD_FI,204,PT,2024-05-08T00:00:00,2023,48
2020,A,0,Directorate-General for Water,ER_H2O_IWRMD_FI,204,PT,2024-05-08T00:00:00,2023,52
2023,A,0,Directorate-General for Water,ER_H2O_IWRMD_FI,204,PT,2024-05-08T00:00:00,2023,62
2017,A,0,Directorate-General for Water,ER_H2O_IWRMD_IP,204,PT,2024-05-08T00:00:00,2023,71
2020,A,0,Directorate-General for Water,ER_H2O_IWRMD_IP,204,PT,2024-05-08T00:00:00,2023,78
2023,A,0,Directorate-General for Water,ER_H2O_IWRMD_IP,204,PT,2024-05-08T00:00:00,2023,77
2017,A,0,Directorate-General for Water,ER_H2O_IWRMD_MI,204,PT,2024-05-08T00:00:00,2023,62
2020,A,0,Directorate-General for Water,ER_H2O_IWRMD_MI,204,PT,2024-05-08T00:00:00,2023,71
2023,A,0,Directorate-General for Water,ER_H2O_IWRMD_MI,204,PT,2024-05-08T00:00:00,2023,61
