Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.041474
2001,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.040531
2002,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.037322
2003,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.037042
2004,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.03811
2005,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.042098
2006,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.037319
2007,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.036879
2008,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.030617
2009,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.027477
2010,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.030683
2011,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.032087
2012,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.032269
2013,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.041756
2014,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.044761
2015,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.038124
2016,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.045893
2017,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.03309
2018,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.033637
2019,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.027549
2020,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.024148
2021,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.033275
2022,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.0334
2023,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.024196
2000,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.021339
2001,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.022306
2002,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.02996
2003,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.033914
2004,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.032498
2005,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.030843
2006,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.02534
2007,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.02331
2008,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.015749
2009,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.022949
2010,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.016007
2011,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.018492
2012,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.014754
2013,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.017394
2014,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.018686
2015,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.018097
2016,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.016644
2017,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.016878
2018,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.01524
2019,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.015238
2020,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.006879
2021,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.00678
2022,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.008022
2023,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_EXP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.0081
2000,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.03128
2001,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.028221
2002,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.027694
2003,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.03147
2004,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.034099
2005,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.029276
2006,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.024926
2007,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.028519
2008,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.031549
2009,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.037074
2010,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.036652
2011,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.039424
2012,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.042992
2013,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.044016
2014,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.042356
2015,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.043273
2016,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.037918
2017,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.02966
2018,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.031835
2019,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.033971
2020,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.036459
2021,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.037202
2022,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.031521
2023,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBMRCH,72,PT,2025-03-19T00:00:00,2023,0.026803
2000,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.036034
2001,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.03338
2002,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.031934
2003,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.035026
2004,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.035832
2005,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.02257
2006,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.01958
2007,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.020662
2008,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.014089
2009,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.022245
2010,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.024451
2011,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.024344
2012,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.023169
2013,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.022908
2014,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.023699
2015,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.022652
2016,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.020511
2017,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.020996
2018,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.021358
2019,A,0,UNCTADstat. Data compiled by UNCTAD and WTO.,TX_IMP_GBSVR,72,PT,2025-03-19T00:00:00,2023,0.022505
