Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,COMMENT_OBS,Value
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,R,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,10.45246
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,R,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,48.16308
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,R,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,14.36875
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,R,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,17.76124
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,R,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,25.94378
2001,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,47.12
2006,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,62.72516
2011,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,69.06201
2014,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,65.49314
2017,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,62.05795
2019,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,61.50564
2021,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,64.82476
2022,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,62.39045
2001,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_2,PT,2025-03-05T00:00:00,2022,,19.54
2006,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_2,PT,2025-03-05T00:00:00,2022,,33.66241
2011,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_2,PT,2025-03-05T00:00:00,2022,,41.61374
2014,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_2,PT,2025-03-05T00:00:00,2022,,37.18136
2017,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_2,PT,2025-03-05T00:00:00,2022,,30.84442
2019,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_2,PT,2025-03-05T00:00:00,2022,,34.81038
2021,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_2,PT,2025-03-05T00:00:00,2022,,36.95506
2022,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_2,PT,2025-03-05T00:00:00,2022,,39.99746
2001,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,7.64
2006,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,16.49434
2011,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,22.88105
2014,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,17.18003
2017,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,17.43522
2019,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,19.31453
2021,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,20.52896
2022,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,19.13482
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2021,,16.61961
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2021,,36.85475
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2021,,33.78794
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2021,,25.93086
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2021,,27.50578
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2021,,5.72993
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2021,,6.37867
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2021,,7.70925
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2021,,5.57046
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2021,,9.68401
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.0
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.78286
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,1.10497
2018,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,1.64
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,3.74364
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2021,,33.7532
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2021,,38.48529
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2021,,49.33646
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2021,,52.45798
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2021,,43.44454
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2021,,9.90022
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2021,,14.5654
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2021,,18.18576
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2021,,12.86783
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2021,,14.55759
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.93801
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,2.89206
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.0
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,3.06503
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,1.31545
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2021,,45.67674
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2021,,53.11279
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2021,,58.87782
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2021,,51.16173
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2021,,53.72272
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2021,,14.54263
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2021,,21.01422
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2021,,22.64595
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2021,,15.97501
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2021,,21.32681
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2021,,2.37184
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2021,,3.87169
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2021,,6.84245
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2021,,4.81178
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2021,,4.46746
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2021,,63.43665
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2021,,74.16699
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2021,,65.70419
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2021,,63.54771
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2021,,69.33289
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2021,,22.58853
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2021,,36.0692
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2021,,34.26439
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2021,,23.78348
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2021,,35.0041
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2021,,6.25727
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2021,,11.22229
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2021,,8.18046
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2021,,8.50918
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2021,,14.92057
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2021,,75.41151
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2021,,80.22766
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2021,,79.04122
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2021,,77.19494
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2021,,78.00565
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2021,,49.16573
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2021,,57.72512
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2021,,52.32589
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2021,,49.43921
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2021,,54.74029
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,27.26823
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,35.37139
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,31.31937
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,30.04566
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,U,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,36.93341
2001,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,F,None,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,26.36
2006,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,F,None,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,41.98247
2011,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,F,None,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,56.19088
2013,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,F,None,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,52.1
