Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,59.6
2001,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,58.9
2002,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,58.3
2003,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,57.7
2004,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,57.0
2005,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,56.3
2006,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,55.5
2007,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,54.7
2008,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,53.7
2009,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,52.7
2010,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,51.8
2011,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,50.9
2012,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,50.2
2013,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,49.6
2014,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,49.2
2015,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,49.0
2016,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,48.9
2017,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,48.8
2018,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,48.9
2019,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,49.0
2020,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,49.1
2021,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,49.2
2022,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,49.5
2023,A,0,66.5,33.9,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,50.0
2000,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,58.5
2001,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,57.8
2002,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,57.2
2003,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,56.5
2004,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,55.8
2005,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,55.1
2006,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,54.3
2007,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,53.5
2008,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,52.5
2009,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,51.5
2010,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,50.6
2011,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,49.7
2012,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,48.9
2013,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,48.4
2014,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,48.0
2015,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,47.7
2016,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,47.6
2017,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,47.6
2018,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,47.7
2019,A,0,66.1,32.2,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM_NPRG,204,F,Y15T49,PT,2025-03-25T00:00:00,2023,47.8
