Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2005,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,None,PT,2025-03-26T00:00:00,2023,42.81496
2010,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,None,PT,2025-03-26T00:00:00,2023,39.03879
2015,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,None,PT,2025-03-26T00:00:00,2023,75.4386
2016,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,None,PT,2025-03-26T00:00:00,2023,81.4433
2017,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,None,PT,2025-03-26T00:00:00,2023,79.95212
2018,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,None,PT,2025-03-26T00:00:00,2023,80.96677
2019,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,None,PT,2025-03-26T00:00:00,2023,82.04707
2020,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,None,PT,2025-03-26T00:00:00,2023,82.73885
2021,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,None,PT,2025-03-26T00:00:00,2023,83.85214
2022,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,None,PT,2025-03-26T00:00:00,2023,73.40426
2023,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,None,PT,2025-03-26T00:00:00,2023,71.77003
2005,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_AGR,PT,2025-03-26T00:00:00,2023,63.75
2010,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_AGR,PT,2025-03-26T00:00:00,2023,70.61611
2015,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_AGR,PT,2025-03-26T00:00:00,2023,74.33628
2016,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_AGR,PT,2025-03-26T00:00:00,2023,82.06687
2017,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_AGR,PT,2025-03-26T00:00:00,2023,86.97789
2018,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_AGR,PT,2025-03-26T00:00:00,2023,87.19212
2019,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_AGR,PT,2025-03-26T00:00:00,2023,85.29412
2020,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_AGR,PT,2025-03-26T00:00:00,2023,82.14286
2021,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_AGR,PT,2025-03-26T00:00:00,2023,87.27273
2022,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_AGR,PT,2025-03-26T00:00:00,2023,82.19178
2023,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_AGR,PT,2025-03-26T00:00:00,2023,77.18941
2010,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_ARMS,PT,2025-03-26T00:00:00,2022,0.0
2016,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_ARMS,PT,2025-03-26T00:00:00,2022,100.0
2017,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_ARMS,PT,2025-03-26T00:00:00,2022,100.0
2018,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_ARMS,PT,2025-03-26T00:00:00,2022,100.0
2019,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_ARMS,PT,2025-03-26T00:00:00,2022,100.0
2021,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_ARMS,PT,2025-03-26T00:00:00,2022,100.0
2022,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_ARMS,PT,2025-03-26T00:00:00,2022,100.0
2005,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_CLTH,PT,2025-03-26T00:00:00,2023,55.17241
2010,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_CLTH,PT,2025-03-26T00:00:00,2023,21.62162
2015,A,0,ITC/UNCTAD/WTO database,TM_TRF_ZERO,204,AGG_CLTH,PT,2025-03-26T00:00:00,2023,69.35484
