Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.320314533204561
2001,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.326209843847268
2002,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.350687524948885
2003,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.363562942230812
2004,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.878109958487206
2005,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,1.18707136286911
2006,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,1.04705461478315
2007,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.872425067516232
2008,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.436342763705061
2009,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.150309734137875
2010,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.176630497465334
2011,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.135069549733624
2012,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.130168543116406
2013,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.252277147948076
2014,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.298143860533116
2015,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.222054373468019
2016,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.163250639679625
2017,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.241888757952352
2018,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.260157616300064
2019,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.354899139787094
2020,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.295601880837246
2021,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.32309627330263
2022,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.306259995302409
2023,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,72,PT,2025-03-19T00:00:00,2023,0.361027523965738
