Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2015,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,46.4
2016,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,51.3
2017,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,53.4
2018,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,53.1
2019,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,54.0
2020,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,55.6
2021,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,56.3
2022,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,55.4
2023,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,53.9
2015,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,49.9
2016,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,55.2
2017,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,57.4
2018,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,57.1
2019,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,58.0
2020,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,59.7
