Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2021,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,59.2
2022,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,58.0
2023,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,56.0
2015,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,43.0
2016,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,47.5
2017,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,49.4
2018,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,49.1
2019,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,49.9
2020,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,51.4
2021,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,53.5
2022,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,52.8
2023,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESMS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,51.9
2015,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1023.0
2016,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1147.3
2017,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1209.9
2018,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1220.8
2019,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1259.0
2020,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1315.1
2021,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1353.6
2022,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1351.6
2023,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1338.2
2015,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,366.5
2016,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,411.2
2017,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,434.4
2018,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,439.6
2019,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,455.2
2020,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,477.3
2021,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,481.8
2022,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,481.1
2023,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,473.4
2015,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,306.3
2016,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,345.0
2017,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,365.8
2018,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,371.4
2019,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,385.8
2020,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,405.6
2021,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,430.4
2022,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,432.4
2023,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESMSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,433.2
2015,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,18.4
2016,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,21.5
2017,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,22.8
2018,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,23.1
2019,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,23.7
2020,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,25.4
2021,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,26.7
2022,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,26.6
2023,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,None,None,PT,2025-08-08T00:00:00,2023-2025,26.1
2015,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,20.6
2016,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,24.1
2017,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,25.6
2018,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,25.8
2019,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,26.5
2020,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,28.5
2021,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,28.8
2022,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,28.4
2023,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,F,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,27.8
2015,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,16.2
2016,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,19.0
2017,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,20.1
2018,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,20.3
2019,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,20.9
2020,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,22.4
2021,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,24.6
2022,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,24.7
2023,O,0,NaN = A figure was not provided,,,NA,AG_PRD_FIESS,72,M,Y_GE15,PT,2025-08-08T00:00:00,2023-2025,24.5
2015,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,406.2
2016,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,480.5
2017,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,517.7
2018,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,530.2
2019,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,552.9
2020,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,601.8
2021,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,642.0
2022,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,648.0
2023,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,648.6
2015,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,151.5
2016,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,179.3
2017,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,193.5
2018,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,198.7
2019,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,208.1
2020,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,227.4
2021,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,234.7
2022,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,235.7
2023,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,235.2
2015,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,115.8
2016,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,137.7
2017,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,149.1
2018,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,153.6
2019,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,161.4
2020,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,176.8
2021,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,198.0
2022,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,202.4
2023,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,72,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,204.2
