Indicator,Disaggregation combinations using this value
#1-3-1,15
#1-5-1,10
#1-5-2,4
#1-5-3,1
#1-5-4,3
#11-2-1,7
#11-5-1,10
#11-5-2,4
#11-5-3,3
#11-7-1,10
#11-b-1,1
#11-b-2,3
#13-1-1,10
#13-1-2,1
#13-1-3,3
#15-1-1,3
#15-2-1,3
#17-17-1,1
#17-7-1,3
#3-3-4,1
#3-d-1,13
#4-a-1,1
#6-6-1,2
