Indicator,Disaggregation combinations using this value
#1-1-1,8
#1-3-1,6
#1-4-2,9
#10-1-1,2
#10-2-1,1
#12-4-2,2
#14-7-1,1
#15-4-2,46
#16-1-3,6
#16-1-4,2
#16-3-1,4
#16-3-2,1
#2-3-1,3
#3-4-1,3
#3-4-2,3
#3-6-1,2
#3-8-1,1
#3-9-3,3
#4-1-2,135
#4-5-1,112
#4-c-1,6
#5-5-1,1
#6-6-1,8
#8-10-2,13
