Indicator,Disaggregation combinations using this value
#1-3-1,3
#1-4-1,6
#10-6-1,4
#10-a-1,1
#11-1-1,1
#12-3-1,8
#12-4-2,8
#12-5-1,2
#12-c-1,3
#14-1-1,4
#15-8-1,4
#15-9-1,2
#16-2-2,34
#16-7-1,2
#16-8-1,4
#17-10-1,2
#17-13-1,2
#17-19-1,1
#17-3-1,1
#2-3-1,3
#2-3-2,6
#2-5-1,1
#3-5-2,1
#3-a-1,3
#3-c-1,4
#4-1-2,27
#4-3-1,9
#4-5-1,22
#4-a-1,16
#4-c-1,3
#5-5-2,2
#6-2-1,9
#7-2-1,1
#7-3-1,1
#8-3-1,9
#8-5-2,15
#8-6-1,3
#9-2-2,1
#9-4-1,4
