Value,Disaggregation combinations using this value,Number of indicators
0.38,1,1
0.66471,1,1
0.97644,1,1
0,1,1
101.5,1,1
12.4,1,1
16.2,1,1
18.4,1,1
19.9,1,1
20.5,1,1
23.6,1,1
24.8,1,1
26.3,1,1
267.93702,1,1
27.7,1,1
2.8,1,1
28.1,1,1
28.3,1,1
29.2,1,1
305,1,1
31.2,1,1
33,1,1
3.3,1,1
34.4,1,1
37.7,2,2
38.1,1,1
39,1,1
3,1,1
43.4,1,1
46.1,1,1
475,1,1
50.5,1,1
51.08786,1,1
56.3,1,1
59.6,1,1
60.3,1,1
60.9,1,1
7.42817,1,1
81.9,1,1
83.5,1,1
8.6,1,1
9.1,1,1
99,1,1
