Indicator,Disaggregation combinations using this value
#1-2-1,1
#1-b-1,2
#11-6-1,1
#16-6-1,1
#17-15-1,4
#17-16-1,1
#17-7-1,1
#3-8-2,2
#4-2-2,3
#4-5-1,1
#5-c-1,1
