Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,59.6,11.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,72,F,Y15T49,PT,2025-03-25T00:00:00,2023,32.8
2001,A,0,59.6,11.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,72,F,Y15T49,PT,2025-03-25T00:00:00,2023,32.2
2002,A,0,59.6,11.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,72,F,Y15T49,PT,2025-03-25T00:00:00,2023,31.5
2003,A,0,59.6,11.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,72,F,Y15T49,PT,2025-03-25T00:00:00,2023,30.9
2004,A,0,59.6,11.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,72,F,Y15T49,PT,2025-03-25T00:00:00,2023,30.3
2005,A,0,59.6,11.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,72,F,Y15T49,PT,2025-03-25T00:00:00,2023,29.8
2006,A,0,59.6,11.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,72,F,Y15T49,PT,2025-03-25T00:00:00,2023,29.2
2007,A,0,59.6,11.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,72,F,Y15T49,PT,2025-03-25T00:00:00,2023,28.6
2008,A,0,59.6,11.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,72,F,Y15T49,PT,2025-03-25T00:00:00,2023,28.1
2009,A,0,59.6,11.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,72,F,Y15T49,PT,2025-03-25T00:00:00,2023,27.7
2010,A,0,59.6,11.7,WHO Global Health Observatory (https://www.who.int/data/gho/),SH_STA_ANEM,72,F,Y15T49,PT,2025-03-25T00:00:00,2023,27.3
