Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2011,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,30.2600145339966
2014,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,51.9645690917969
2017,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,51.0324537754059
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,58.7631940841675
2011,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,None,AGG_0_1,PT,2024-05-08T00:00:00,2022,18.4952080249786
2014,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,None,AGG_0_1,PT,2024-05-08T00:00:00,2022,31.4990550279617
2017,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,None,AGG_0_1,PT,2024-05-08T00:00:00,2022,38.9953315258026
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,None,AGG_0_1,PT,2024-05-08T00:00:00,2022,43.8042521476746
2011,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,None,AGG_GE2,PT,2024-05-08T00:00:00,2022,39.1094893217087
2014,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,None,AGG_GE2,PT,2024-05-08T00:00:00,2022,61.7250263690948
2017,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,None,AGG_GE2,PT,2024-05-08T00:00:00,2022,59.8837316036224
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,None,AGG_GE2,PT,2024-05-08T00:00:00,2022,66.7893290519714
2011,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,B40,None,PT,2024-05-08T00:00:00,2022,14.2189368605614
2014,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,B40,None,PT,2024-05-08T00:00:00,2022,31.9688737392425
2017,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,B40,None,PT,2024-05-08T00:00:00,2022,34.6667319536209
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,B40,None,PT,2024-05-08T00:00:00,2022,47.5924164056778
2011,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,R60,None,PT,2024-05-08T00:00:00,2022,40.9162163734436
2014,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,R60,None,PT,2024-05-08T00:00:00,2022,65.1664674282074
2017,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,R60,None,PT,2024-05-08T00:00:00,2022,61.889773607254
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,None,R60,None,PT,2024-05-08T00:00:00,2022,66.1921918392181
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,R,None,None,PT,2024-05-08T00:00:00,2022,46.8941003084183
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE15,U,None,None,PT,2024-05-08T00:00:00,2022,65.5110597610474
2011,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE25,None,None,None,PT,2024-05-08T00:00:00,2022,35.2054983377457
2014,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE25,None,None,None,PT,2024-05-08T00:00:00,2022,53.943657875061
2017,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE25,None,None,None,PT,2024-05-08T00:00:00,2022,52.7080774307251
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y_GE25,None,None,None,PT,2024-05-08T00:00:00,2022,61.625862121582
2011,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y15T24,None,None,None,PT,2024-05-08T00:00:00,2022,20.3047424554825
