Year,OBS_STATUS,UNIT_MULT,BASE_PER,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,38.903189
2001,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,10.676917
2002,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,12.800946
2003,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,16.653482
2004,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,47.848574
2005,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,55.496485
2006,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,42.36759
2007,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,55.258256
2008,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,64.899793
2009,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,57.823269
2010,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,73.066242
2011,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,50.963339
2012,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,47.516895
2013,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,62.246709
2014,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,63.986866
2015,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,18.352617
2016,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,47.80483
2017,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,33.901627
2018,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,79.805882
2019,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,58.96729
2020,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,46.522227
2021,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,47.208382
2022,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,28.292363
2023,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_WASHL,204,CON_USD,2025-05-19T00:00:00,2023,66.440917
