Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2017,A,0,Department of Water and Sanitation,ER_H2O_IWRMD,72,PT,2025-03-21T00:00:00,2023,41
2020,A,0,Department of Water and Sanitation,ER_H2O_IWRMD,72,PT,2025-03-21T00:00:00,2023,48
2023,A,0,Department of Water and Sanitation,ER_H2O_IWRMD,72,PT,2025-03-21T00:00:00,2023,56
2017,A,0,Department of Water and Sanitation,ER_H2O_IWRMD_EE,72,PT,2024-05-08T00:00:00,2023,48
2020,A,0,Department of Water and Sanitation,ER_H2O_IWRMD_EE,72,PT,2024-05-08T00:00:00,2023,44
2023,A,0,Department of Water and Sanitation,ER_H2O_IWRMD_EE,72,PT,2024-05-08T00:00:00,2023,54
2017,A,0,Department of Water and Sanitation,ER_H2O_IWRMD_FI,72,PT,2024-05-08T00:00:00,2023,20
2020,A,0,Department of Water and Sanitation,ER_H2O_IWRMD_FI,72,PT,2024-05-08T00:00:00,2023,62
2023,A,0,Department of Water and Sanitation,ER_H2O_IWRMD_FI,72,PT,2024-05-08T00:00:00,2023,65
2017,A,0,Department of Water and Sanitation,ER_H2O_IWRMD_IP,72,PT,2024-05-08T00:00:00,2023,47
2020,A,0,Department of Water and Sanitation,ER_H2O_IWRMD_IP,72,PT,2024-05-08T00:00:00,2023,38
2023,A,0,Department of Water and Sanitation,ER_H2O_IWRMD_IP,72,PT,2024-05-08T00:00:00,2023,55
2017,A,0,Department of Water and Sanitation,ER_H2O_IWRMD_MI,72,PT,2024-05-08T00:00:00,2023,49
2020,A,0,Department of Water and Sanitation,ER_H2O_IWRMD_MI,72,PT,2024-05-08T00:00:00,2023,49
2023,A,0,Department of Water and Sanitation,ER_H2O_IWRMD_MI,72,PT,2024-05-08T00:00:00,2023,50
