Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,BASE_PER,Value
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.50146
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.49295
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.47986
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.45887
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.44947
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.43684
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.42061
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.40799
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.41005
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.40463
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.3923
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.3833
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.37683
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.3646
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.34406
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF13,T,2025-03-21T00:00:00,2023,,0.31638
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF14,T,2025-03-21T00:00:00,2023,,0.00727
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF14,T,2025-03-21T00:00:00,2023,,0.00647
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF14,T,2025-03-21T00:00:00,2023,,0.00774
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF14,T,2025-03-21T00:00:00,2023,,0.0086
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF14,T,2025-03-21T00:00:00,2023,,0.0081
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF14,T,2025-03-21T00:00:00,2023,,0.0091
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF14,T,2025-03-21T00:00:00,2023,,0.01118
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF14,T,2025-03-21T00:00:00,2023,,0.01128
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,204,MF14,T,2025-03-21T00:00:00,2023,,0.01286
