Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,DISABILITY_STATUS,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,None,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,20.1
2020,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,None,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,21.12
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,None,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,23.21
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,None,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,23.66
2023,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,None,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,23.41
2009,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,None,PT,2025-03-15T00:00:00,2023,19.6
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,None,PT,2025-03-15T00:00:00,2023,21.88
2020,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,None,PT,2025-03-15T00:00:00,2023,22.56
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,None,PT,2025-03-15T00:00:00,2023,25.94
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,None,PT,2025-03-15T00:00:00,2023,25.93
2023,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,None,PT,2025-03-15T00:00:00,2023,26.89
2009,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,PD,PT,2025-03-15T00:00:00,2022,10.8
2019,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,PD,PT,2025-03-15T00:00:00,2022,18.92
2020,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,PD,PT,2025-03-15T00:00:00,2022,16.46
2021,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,PD,PT,2025-03-15T00:00:00,2022,15.74
2022,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,PD,PT,2025-03-15T00:00:00,2022,17.84
2009,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,19.98
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,21.93
2020,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,22.64
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,26.08
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,26.06
2023,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,F,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,26.97
2009,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,None,PT,2025-03-15T00:00:00,2023,13.0
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,None,PT,2025-03-15T00:00:00,2023,18.35
2020,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,None,PT,2025-03-15T00:00:00,2023,19.5
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,None,PT,2025-03-15T00:00:00,2023,20.2
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,None,PT,2025-03-15T00:00:00,2023,21.38
2023,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,None,PT,2025-03-15T00:00:00,2023,20.01
2009,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,11.19
2019,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,19.94
2020,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,8.88
2022,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,24.53
2023,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,20.9
2009,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,13.08
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,18.33
2020,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,19.62
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,20.26
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,21.34
2023,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS,72,M,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,20.0
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,None,PT,2025-03-15T00:00:00,2023,23.31
2020,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,None,PT,2025-03-15T00:00:00,2023,25.73
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,None,PT,2025-03-15T00:00:00,2023,27.34
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,None,PT,2025-03-15T00:00:00,2023,26.78
2023,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,None,PT,2025-03-15T00:00:00,2023,27.43
2019,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,25.42
2020,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,21.38
2021,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,19.42
2022,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,29.56
2023,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,28.04
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,23.28
2020,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,25.77
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,27.43
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,26.75
2023,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,None,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,27.42
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,None,PT,2025-03-15T00:00:00,2023,23.96
2020,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,None,PT,2025-03-15T00:00:00,2023,26.3
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,None,PT,2025-03-15T00:00:00,2023,29.09
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,None,PT,2025-03-15T00:00:00,2023,28.1
2023,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,None,PT,2025-03-15T00:00:00,2023,29.14
2019,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,PD,PT,2025-03-15T00:00:00,2022,22.87
2020,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,PD,PT,2025-03-15T00:00:00,2022,25.85
2021,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,PD,PT,2025-03-15T00:00:00,2022,16.05
2022,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,PD,PT,2025-03-15T00:00:00,2022,24.43
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,23.97
2020,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,26.3
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,29.28
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,28.14
2023,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,F,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,29.19
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,None,PT,2025-03-15T00:00:00,2023,22.63
2020,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,None,PT,2025-03-15T00:00:00,2023,25.15
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,None,PT,2025-03-15T00:00:00,2023,25.42
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,None,PT,2025-03-15T00:00:00,2023,25.44
2023,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,None,PT,2025-03-15T00:00:00,2023,25.68
2019,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,28.98
2020,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,15.41
2022,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,36.95
2023,U,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,PD,PT,2025-03-15T00:00:00,2023,33.95
2019,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,22.56
2020,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,25.23
2021,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,25.42
2022,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,25.34
2023,A,0,Repository: ILO-STATISTICS - Micro data processing,HS - Multi-Topic Household Survey,SL_TLF_UEMDIS_19ICLS,72,M,Y_GE15,PWD,PT,2025-03-15T00:00:00,2023,25.62
