Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,COMMENT_OBS,Value
2001,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2022,,0.65999
2006,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2022,,0.76157
2011,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2022,,0.90786
2012,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2022,,0.9079
2013,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2022,,0.8527
2014,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2022,,0.82875
2017,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2022,,0.84893
2019,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2022,,0.82069
2021,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2022,,0.91909
2022,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2022,,0.96081
2001,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2022,,0.36411
2006,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2022,,0.37204
2011,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2022,,0.51525
2012,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2022,,0.51528
2013,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2022,,0.56369
2014,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2022,,0.50614
2017,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2022,,0.52782
2019,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2022,,0.49041
2021,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2022,,0.61807
2022,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_2,None,RO,2025-03-05T00:00:00,2022,,0.72368
2001,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2022,,0.29635
2006,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2022,,0.39216
2011,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2022,,0.39276
2012,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2022,,0.39273
2013,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2022,,0.41279
2014,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2022,,0.4562
2017,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2022,,0.42068
2019,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2022,,0.42632
2021,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2022,,0.43171
2022,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,None,ISCED11_3,None,RO,2025-03-05T00:00:00,2022,,0.60511
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.5239
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.78193
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.62619
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.79969
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.70998
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.0
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.27581
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.08284
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.36162
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.28221
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.0
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.0
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.0
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q1,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.04728
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.50564
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.71431
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.61443
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.67118
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.86305
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.10461
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.12845
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.26065
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.43119
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.51915
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.0
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.0
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.0
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q2,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,This data point is NIL for the submitting nation.,0.10195
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.64066
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.93969
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.86808
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.83869
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.87932
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.17
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.40741
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.31274
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.19045
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.44477
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.07583
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.11103
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.02713
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.18873
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q3,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.2171
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.79081
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.89597
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.80753
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.88761
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.8881
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.20733
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.44592
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.50548
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.55861
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.61227
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.12771
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.48444
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.15161
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.38866
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q4,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.31324
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.81657
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.86599
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.81968
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.81336
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_1,None,RO,2025-03-05T00:00:00,2021,,0.86797
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.65078
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.6732
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.6161
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.6676
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_2,None,RO,2025-03-05T00:00:00,2021,,0.80088
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.56682
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.47211
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.61144
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.51551
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,None,Q5,ISCED11_3,None,RO,2025-03-05T00:00:00,2021,,0.5979
2006,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_AGP_CPRA,204,None,None,R,None,ISCED11_1,None,RO,2025-03-05T00:00:00,2022,,0.59983
