Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,204,USD,2025-05-13T00:00:00,2020,5624939
2011,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,204,USD,2025-05-13T00:00:00,2020,5127936
2012,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,204,USD,2025-05-13T00:00:00,2020,2696024
2013,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,204,USD,2025-05-13T00:00:00,2020,4975174
2014,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,204,USD,2025-05-13T00:00:00,2020,32710205
2015,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,204,USD,2025-05-13T00:00:00,2020,8625466
2016,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,204,USD,2025-05-13T00:00:00,2020,4595284
2017,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,204,USD,2025-05-13T00:00:00,2020,10607279
2018,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,204,USD,2025-05-13T00:00:00,2020,42476170
2019,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,204,USD,2025-05-13T00:00:00,2020,4865152
2020,A,0,WESR / UN COMTRADE,DC_ENVTECH_EXP,204,USD,2025-05-13T00:00:00,2020,10180173
2010,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,204,USD,2025-05-13T00:00:00,2020,53704144
2011,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,204,USD,2025-05-13T00:00:00,2020,49222417
2012,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,204,USD,2025-05-13T00:00:00,2020,50095616
2013,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,204,USD,2025-05-13T00:00:00,2020,114604264
2014,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,204,USD,2025-05-13T00:00:00,2020,96683300
2015,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,204,USD,2025-05-13T00:00:00,2020,68156482
2016,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,204,USD,2025-05-13T00:00:00,2020,59507786
2017,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,204,USD,2025-05-13T00:00:00,2020,97959855
2018,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,204,USD,2025-05-13T00:00:00,2020,91922241
2019,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,204,USD,2025-05-13T00:00:00,2020,89910508
2020,A,0,WESR / UN COMTRADE,DC_ENVTECH_IMP,204,USD,2025-05-13T00:00:00,2020,85915522
2010,A,0,WESR / UN COMTRADE,DC_ENVTECH_REXP,204,USD,2022-03-23T00:00:00,2018,4820047
2011,A,0,WESR / UN COMTRADE,DC_ENVTECH_REXP,204,USD,2022-03-23T00:00:00,2018,590366
2012,A,0,WESR / UN COMTRADE,DC_ENVTECH_REXP,204,USD,2022-03-23T00:00:00,2018,1087759
2013,A,0,WESR / UN COMTRADE,DC_ENVTECH_REXP,204,USD,2022-03-23T00:00:00,2018,1835470
2014,A,0,WESR / UN COMTRADE,DC_ENVTECH_REXP,204,USD,2022-03-23T00:00:00,2018,22772618
2016,A,0,WESR / UN COMTRADE,DC_ENVTECH_REXP,204,USD,2022-03-23T00:00:00,2018,1781429
2018,A,0,WESR / UN COMTRADE,DC_ENVTECH_REXP,204,USD,2022-03-23T00:00:00,2018,39682576
2010,A,0,World Environment Situation Room,DC_ENVTECH_TT,204,USD,2023-05-10T00:00:00,2020,64149130
2011,A,0,World Environment Situation Room,DC_ENVTECH_TT,204,USD,2023-05-10T00:00:00,2020,54940719
2012,A,0,World Environment Situation Room,DC_ENVTECH_TT,204,USD,2023-05-10T00:00:00,2020,53879399
2013,A,0,World Environment Situation Room,DC_ENVTECH_TT,204,USD,2023-05-10T00:00:00,2020,121414908
2014,A,0,World Environment Situation Room,DC_ENVTECH_TT,204,USD,2023-05-10T00:00:00,2020,152166123
2015,A,0,World Environment Situation Room,DC_ENVTECH_TT,204,USD,2023-05-10T00:00:00,2020,76781948
2016,A,0,World Environment Situation Room,DC_ENVTECH_TT,204,USD,2023-05-10T00:00:00,2020,65884499
2017,A,0,World Environment Situation Room,DC_ENVTECH_TT,204,USD,2023-05-10T00:00:00,2020,108567134
2018,A,0,World Environment Situation Room,DC_ENVTECH_TT,204,USD,2023-05-10T00:00:00,2020,174080987
2019,A,0,World Environment Situation Room,DC_ENVTECH_TT,204,USD,2023-05-10T00:00:00,2020,94775660
2020,A,0,World Environment Situation Room,DC_ENVTECH_TT,204,USD,2023-05-10T00:00:00,2020,96095695
