Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,34.8
2001,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,34.9
2002,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,35.0
2003,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,35.1
2004,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,35.3
2005,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,35.6
2006,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,35.8
2007,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,35.8
2008,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,35.6
2009,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,35.3
2010,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,34.9
2011,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,34.5
2012,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,34.2
2013,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,34.0
2014,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,33.9
2015,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,33.8
2016,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,33.7
2017,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,33.6
2018,A,0,36.6,30,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",SH_STA_STNT,204,None,Y0T4,PT,2025-03-27T00:00:00,2024,33.3
