Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,72,U,PT,2025-06-25T00:00:00,2022,58.69239
2002,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,72,U,PT,2025-06-25T00:00:00,2022,56.56976
2004,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,72,U,PT,2025-06-25T00:00:00,2022,54.44714
2006,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,72,U,PT,2025-06-25T00:00:00,2022,52.32451
2008,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,72,U,PT,2025-06-25T00:00:00,2022,50.20189
2010,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,72,U,PT,2025-06-25T00:00:00,2022,48.07927
2012,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,72,U,PT,2025-06-25T00:00:00,2022,45.95664
2014,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,72,U,PT,2025-06-25T00:00:00,2022,43.83402
2016,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,72,U,PT,2025-06-25T00:00:00,2022,41.71139
2018,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,72,U,PT,2025-06-25T00:00:00,2022,39.58877
2020,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,72,U,PT,2025-06-25T00:00:00,2022,39.6
2022,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,72,U,PT,2025-06-25T00:00:00,2022,39.6
