Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2017,A,0,Department of Water and Sanitation,EN_H2O_GRAMBQ,72,PT,2025-03-25T00:00:00,2020-2022,7.69
2020,A,0,Department of Water and Sanitation,EN_H2O_GRAMBQ,72,PT,2025-03-25T00:00:00,2020-2022,75.0
2023,A,0,Department of Water and Sanitation,EN_H2O_GRAMBQ,72,PT,2025-03-25T00:00:00,2020-2022,82.0
2017,A,0,Department of Water and Sanitation,EN_H2O_OPAMBQ,72,PT,2025-03-25T00:00:00,2020-2022,94.44
2023,A,0,Department of Water and Sanitation,EN_H2O_OPAMBQ,72,PT,2025-03-25T00:00:00,2020-2022,100.0
2017,A,0,Department of Water and Sanitation,EN_H2O_RVAMBQ,72,PT,2025-03-25T00:00:00,2020-2022,94.74
2020,A,0,Department of Water and Sanitation,EN_H2O_RVAMBQ,72,PT,2025-03-25T00:00:00,2020-2022,90.0
2023,A,0,Department of Water and Sanitation,EN_H2O_RVAMBQ,72,PT,2025-03-25T00:00:00,2020-2022,96.0
2017,A,0,Department of Water and Sanitation,EN_H2O_WBAMBQ,72,PT,2025-03-25T00:00:00,2020-2022,50.0
2020,A,0,Department of Water and Sanitation,EN_H2O_WBAMBQ,72,PT,2025-03-25T00:00:00,2020-2022,78.0
2023,A,0,Department of Water and Sanitation,EN_H2O_WBAMBQ,72,PT,2025-03-25T00:00:00,2020-2022,83.81
