Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2006,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y10T14,PER_1000_POP,2025-03-12T00:00:00,2019,0.0
2011,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y10T14,PER_1000_POP,2025-03-12T00:00:00,2019,0.408262
2012,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y10T14,PER_1000_POP,2025-03-12T00:00:00,2019,0.416692
2013,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y10T14,PER_1000_POP,2025-03-12T00:00:00,2019,0.321517
2014,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y10T14,PER_1000_POP,2025-03-12T00:00:00,2019,0.267386
2016,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y10T14,PER_1000_POP,2025-03-12T00:00:00,2019,0.324493
2017,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y10T14,PER_1000_POP,2025-03-12T00:00:00,2019,0.149907
2018,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y10T14,PER_1000_POP,2025-03-12T00:00:00,2019,0.396779
2019,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y10T14,PER_1000_POP,2025-03-12T00:00:00,2019,0.335395
2001,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y15T19,PER_1000_POP,2025-03-12T00:00:00,2019,53.299999
2003,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y15T19,PER_1000_POP,2025-03-12T00:00:00,2019,68.0
2006,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y15T19,PER_1000_POP,2025-03-12T00:00:00,2019,51.0
2011,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y15T19,PER_1000_POP,2025-03-12T00:00:00,2019,38.80938
2012,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y15T19,PER_1000_POP,2025-03-12T00:00:00,2019,38.647762
2013,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y15T19,PER_1000_POP,2025-03-12T00:00:00,2019,41.030983
2014,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y15T19,PER_1000_POP,2025-03-12T00:00:00,2019,35.606049
2015,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y15T19,PER_1000_POP,2025-03-12T00:00:00,2019,47.541096
2016,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y15T19,PER_1000_POP,2025-03-12T00:00:00,2019,44.086964
2017,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y15T19,PER_1000_POP,2025-03-12T00:00:00,2019,50.0
2018,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y15T19,PER_1000_POP,2025-03-12T00:00:00,2019,46.582569
2019,A,0,Registration National Statistics & WPP2024,SP_DYN_ADKL,72,F,Y15T19,PER_1000_POP,2025-03-12T00:00:00,2019,48.091263
