Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2016,A,0,OECD and UNDP.,SG_PLN_RECNDI,204,PT,2025-02-20T00:00:00,2018,83.9
2018,A,0,OECD and UNDP.,SG_PLN_RECNDI,204,PT,2025-02-20T00:00:00,2018,93.87755
2016,A,0,OECD and UNDP.,SG_PLN_RECRICTRY,204,PT,2025-02-20T00:00:00,2018,68.7
2018,A,0,OECD and UNDP.,SG_PLN_RECRICTRY,204,PT,2025-02-20T00:00:00,2018,60.21713
2016,A,0,OECD and UNDP.,SG_PLN_RECRIMON,204,PT,2025-02-20T00:00:00,2018,70.2
2018,A,0,OECD and UNDP.,SG_PLN_RECRIMON,204,PT,2025-02-20T00:00:00,2018,65.83807
2016,A,0,OECD and UNDP.,SG_PLN_REPOLRES,204,PT,2025-02-20T00:00:00,2018,74.26667
2018,A,0,OECD and UNDP.,SG_PLN_REPOLRES,204,PT,2025-02-20T00:00:00,2018,73.31092
