Year,OBS_STATUS,UNIT_MULT,BASE_PER,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,0.441188
2001,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,0.454387
2002,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,0.973248
2003,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,0.299762
2004,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,0.547925
2005,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,0.488722
2006,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,3.598411
2007,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,2.859432
2008,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,2.84225
2009,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,2.343653
2010,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,5.146303
2011,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,4.632474
2012,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,3.265853
2013,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,4.010585
2014,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,4.81037
2015,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,4.195717
2016,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,6.448619
2017,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,20.3576
2018,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,17.058694
2019,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,12.730379
2020,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,7.318327
2021,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,9.350527
2022,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,9.706289
2023,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHL,72,CON_USD,2025-05-19T00:00:00,2023,2.120537
2010,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,5.1463
2011,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,4.63247
2012,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,3.11726
2013,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,3.86
2014,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,4.73144
2015,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,3.89747
2016,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,6.44862
2017,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,19.99
2018,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,17.0587
2019,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,12.7304
2020,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,7.2061
2021,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,9.35052
2022,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,9.66689
2023,A,6,2023,"Net disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_TOF_HLTHNT,72,CON_USD,2025-05-19T00:00:00,2023,2.11562
