Year,OBS_STATUS,UNIT_MULT,BASE_PER,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,25.218222
2001,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,34.804286
2002,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,12.404535
2003,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,7.505069
2004,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,6.388988
2005,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,23.916812
2006,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,15.234046
2007,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,20.604447
2008,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,19.069275
2009,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,12.721098
2010,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,44.619327
2011,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,35.100815
2012,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,10.625502
2013,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,28.544093
2014,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,47.80031
2015,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,17.378802
2016,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,23.818529
2017,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,26.465102
2018,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,13.36362
2019,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,12.802497
2020,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,12.523438
2021,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,166.623901
2022,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,16.124698
2023,A,6,2023,"Gross disbursements, Based on OECD, CRS database, 2025, Constant 2023 USD million",The Organisation for Economic Co-operation and Development (OECD).,DC_FTA_TOTAL,72,CON_USD,2025-05-19T00:00:00,2023,13.819239
