Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,38.46
2001,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,37.51
2002,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,36.13
2003,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,36.21
2004,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,34.34
2005,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,33.0
2006,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,31.97
2007,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,29.9
2008,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,29.3
2009,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,31.17
2010,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,32.95
2011,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,32.7
2012,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,31.94
2013,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,31.25
2014,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,30.73
2015,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,31.5
2016,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,32.62
2017,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,33.11
2018,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,32.32
2019,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,33.53
2020,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,35.65
2021,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,35.43
2022,A,0,"IEA (2024), World Energy Balances",EG_FEC_RNEW,72,PT,2025-02-26T00:00:00,2022,34.92
