Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2016,A,0,World Bank Development Data Group,IQ_SPI_PIL4,72,IX,2025-05-19T00:00:00,2023,53.86667
2017,A,0,World Bank Development Data Group,IQ_SPI_PIL4,72,IX,2025-05-19T00:00:00,2023,60.46667
2018,A,0,World Bank Development Data Group,IQ_SPI_PIL4,72,IX,2025-05-19T00:00:00,2023,58.14167
2019,A,0,World Bank Development Data Group,IQ_SPI_PIL4,72,IX,2025-05-19T00:00:00,2023,56.44167
2020,A,0,World Bank Development Data Group,IQ_SPI_PIL4,72,IX,2025-05-19T00:00:00,2023,53.19167
2021,A,0,World Bank Development Data Group,IQ_SPI_PIL4,72,IX,2025-05-19T00:00:00,2023,59.875
2022,A,0,World Bank Development Data Group,IQ_SPI_PIL4,72,IX,2025-05-19T00:00:00,2023,62.75
2023,A,0,World Bank Development Data Group,IQ_SPI_PIL4,72,IX,2025-05-19T00:00:00,2023,62.75
2016,A,0,World Bank Development Data Group,IQ_SPI_PIL5,72,IX,2025-05-19T00:00:00,2023,30.0
2017,A,0,World Bank Development Data Group,IQ_SPI_PIL5,72,IX,2025-05-19T00:00:00,2023,35.0
2018,A,0,World Bank Development Data Group,IQ_SPI_PIL5,72,IX,2025-05-19T00:00:00,2023,35.0
2019,A,0,World Bank Development Data Group,IQ_SPI_PIL5,72,IX,2025-05-19T00:00:00,2023,40.0
2020,A,0,World Bank Development Data Group,IQ_SPI_PIL5,72,IX,2025-05-19T00:00:00,2023,40.0
2021,A,0,World Bank Development Data Group,IQ_SPI_PIL5,72,IX,2025-05-19T00:00:00,2023,40.0
2022,A,0,World Bank Development Data Group,IQ_SPI_PIL5,72,IX,2025-05-19T00:00:00,2023,45.0
2023,A,0,World Bank Development Data Group,IQ_SPI_PIL5,72,IX,2025-05-19T00:00:00,2023,60.0
2022,A,0,Open Data Inventory (ODIN) 2024/2025,SG_STT_ODIN,72,IX,2025-04-29T00:00:00,2024,44.8
2024,A,0,Open Data Inventory (ODIN) 2024/2025,SG_STT_ODIN,72,IX,2025-04-29T00:00:00,2024,42.0
