Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"UNHCR based on National data on refugee populations, available at UNHCR refugee statistics (https://www.unhcr.org/refugee-statistics/), and National population estimates, available in the World Population Prospects (https://population.un.org/wpp/).",SM_POP_REFG_OR,204,PER_100000_POP,2025-06-18T00:00:00,31 December 2024,0.641
2001,A,0,"UNHCR based on National data on refugee populations, available at UNHCR refugee statistics (https://www.unhcr.org/refugee-statistics/), and National population estimates, available in the World Population Prospects (https://population.un.org/wpp/).",SM_POP_REFG_OR,204,PER_100000_POP,2025-06-18T00:00:00,31 December 2024,0.68793
2002,A,0,"UNHCR based on National data on refugee populations, available at UNHCR refugee statistics (https://www.unhcr.org/refugee-statistics/), and National population estimates, available in the World Population Prospects (https://population.un.org/wpp/).",SM_POP_REFG_OR,204,PER_100000_POP,2025-06-18T00:00:00,31 December 2024,2.92601
2003,A,0,"UNHCR based on National data on refugee populations, available at UNHCR refugee statistics (https://www.unhcr.org/refugee-statistics/), and National population estimates, available in the World Population Prospects (https://population.un.org/wpp/).",SM_POP_REFG_OR,204,PER_100000_POP,2025-06-18T00:00:00,31 December 2024,3.41031
2004,A,0,"UNHCR based on National data on refugee populations, available at UNHCR refugee statistics (https://www.unhcr.org/refugee-statistics/), and National population estimates, available in the World Population Prospects (https://population.un.org/wpp/).",SM_POP_REFG_OR,204,PER_100000_POP,2025-06-18T00:00:00,31 December 2024,3.60924
2005,A,0,"UNHCR based on National data on refugee populations, available at UNHCR refugee statistics (https://www.unhcr.org/refugee-statistics/), and National population estimates, available in the World Population Prospects (https://population.un.org/wpp/).",SM_POP_REFG_OR,204,PER_100000_POP,2025-06-18T00:00:00,31 December 2024,4.6915
2006,A,0,"UNHCR based on National data on refugee populations, available at UNHCR refugee statistics (https://www.unhcr.org/refugee-statistics/), and National population estimates, available in the World Population Prospects (https://population.un.org/wpp/).",SM_POP_REFG_OR,204,PER_100000_POP,2025-06-18T00:00:00,31 December 2024,2.34736
2007,A,0,"UNHCR based on National data on refugee populations, available at UNHCR refugee statistics (https://www.unhcr.org/refugee-statistics/), and National population estimates, available in the World Population Prospects (https://population.un.org/wpp/).",SM_POP_REFG_OR,204,PER_100000_POP,2025-06-18T00:00:00,31 December 2024,2.91529
2008,A,0,"UNHCR based on National data on refugee populations, available at UNHCR refugee statistics (https://www.unhcr.org/refugee-statistics/), and National population estimates, available in the World Population Prospects (https://population.un.org/wpp/).",SM_POP_REFG_OR,204,PER_100000_POP,2025-06-18T00:00:00,31 December 2024,3.36269
2009,A,0,"UNHCR based on National data on refugee populations, available at UNHCR refugee statistics (https://www.unhcr.org/refugee-statistics/), and National population estimates, available in the World Population Prospects (https://population.un.org/wpp/).",SM_POP_REFG_OR,204,PER_100000_POP,2025-06-18T00:00:00,31 December 2024,4.23743
