Year,OBS_STATUS,UNIT_MULT,BASE_PER,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2023,A,0,2017,Partial data; Does not include regional and local government,UNESCO Institute for Statistics.  Data extracted on 25 February 2025.,GB_XPD_CULNAT_PB,72,None,CON_PPP_USD,2025-03-05T00:00:00,2023,1.87923
2023,A,0,2017,Partial data,UNESCO Institute for Statistics.  Data extracted on 25 February 2025.,GB_XPD_CULNAT_PB,72,LG_NAT,CON_PPP_USD,2025-03-05T00:00:00,2023,1.87923
