Year,OBS_STATUS,UNIT_MULT,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2021,A,0,29.3,20.4,"Global Status Report on Road Safety 2023 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)",SH_STA_TRAF,204,PER_100000_POP,2024-05-23T00:00:00,2021,24.8
2021,A,0,3804,2645,"Global Status Report on Road Safety 2023 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)",SH_STA_TRAFN,204,NUMBER,2024-05-07T00:00:00,2021,3225.0
