Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,2.43967221418979
2001,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,2.26566058286068
2002,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.81453504668844
2003,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.03567964209285
2004,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.01961637199261
2005,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,2.23731832676257
2006,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,2.78178404322713
2007,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,2.94763505011777
2008,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,2.12371114921528
2009,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.29851188068563
2010,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.46370288980527
2011,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.61021790505768
2012,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.8647955950216
2013,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.98756679879629
2014,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,2.29333836229986
2015,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.88309227018596
2016,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.87568716516087
2017,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.54134890950472
2018,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.39347012723367
2019,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.50776733541855
2020,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.30737198030492
2021,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.30533206826071
2022,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.43898270592802
2023,A,0,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",BX_TRF_PWKR,204,PT,2025-03-19T00:00:00,2023,1.18544962024873
