Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,1.354495
2001,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,0.637498
2002,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,0.542787
2003,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,0.770244
2004,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,1.153126
2005,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,1.20443
2006,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,0.830699
2007,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,1.212545
2008,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,1.207647
2009,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,1.251516
2010,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,1.37602
2011,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,1.298659
2012,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,1.083538
2013,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,1.027259
2014,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,0.974069
2015,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,0.588895
2016,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,0.837053
2017,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,1.543934
2018,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,0.699122
2019,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,1.104844
2020,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,0.856401
2021,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,0.851763
2022,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,0.742053
2023,A,0,"Gross disbursements, Based on OECD, CRS database, 2025, Current USD million, As percentage of GNI",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_POVLG,204,PT,2025-05-19T00:00:00,2023,0.453112
