Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,WHO,EN_ATM_PM25,204,None,GPERM3,2023-02-27T00:00:00,2019,30.97376
2011,A,0,WHO,EN_ATM_PM25,204,None,GPERM3,2023-02-27T00:00:00,2019,31.36923
2012,A,0,WHO,EN_ATM_PM25,204,None,GPERM3,2023-02-27T00:00:00,2019,31.84715
2013,A,0,WHO,EN_ATM_PM25,204,None,GPERM3,2023-02-27T00:00:00,2019,30.8411
2014,A,0,WHO,EN_ATM_PM25,204,None,GPERM3,2023-02-27T00:00:00,2019,31.14171
2015,A,0,WHO,EN_ATM_PM25,204,None,GPERM3,2023-02-27T00:00:00,2019,33.10973
2016,A,0,WHO,EN_ATM_PM25,204,None,GPERM3,2023-02-27T00:00:00,2019,32.72527
2017,A,0,WHO,EN_ATM_PM25,204,None,GPERM3,2023-02-27T00:00:00,2019,32.66209
2018,A,0,WHO,EN_ATM_PM25,204,None,GPERM3,2023-02-27T00:00:00,2019,32.33744
2019,A,0,WHO,EN_ATM_PM25,204,None,GPERM3,2023-02-27T00:00:00,2019,31.51453
2010,A,0,WHO,EN_ATM_PM25,204,CITY,GPERM3,2023-02-27T00:00:00,2019,31.57007
2011,A,0,WHO,EN_ATM_PM25,204,CITY,GPERM3,2023-02-27T00:00:00,2019,32.32433
2012,A,0,WHO,EN_ATM_PM25,204,CITY,GPERM3,2023-02-27T00:00:00,2019,32.64731
2013,A,0,WHO,EN_ATM_PM25,204,CITY,GPERM3,2023-02-27T00:00:00,2019,31.84133
2014,A,0,WHO,EN_ATM_PM25,204,CITY,GPERM3,2023-02-27T00:00:00,2019,31.82826
2015,A,0,WHO,EN_ATM_PM25,204,CITY,GPERM3,2023-02-27T00:00:00,2019,34.08404
2016,A,0,WHO,EN_ATM_PM25,204,CITY,GPERM3,2023-02-27T00:00:00,2019,33.49862
2017,A,0,WHO,EN_ATM_PM25,204,CITY,GPERM3,2023-02-27T00:00:00,2019,33.46386
2018,A,0,WHO,EN_ATM_PM25,204,CITY,GPERM3,2023-02-27T00:00:00,2019,33.2781
2019,A,0,WHO,EN_ATM_PM25,204,CITY,GPERM3,2023-02-27T00:00:00,2019,32.60628
2010,A,0,WHO,EN_ATM_PM25,204,R,GPERM3,2023-02-27T00:00:00,2019,31.09682
2011,A,0,WHO,EN_ATM_PM25,204,R,GPERM3,2023-02-27T00:00:00,2019,31.24134
2012,A,0,WHO,EN_ATM_PM25,204,R,GPERM3,2023-02-27T00:00:00,2019,31.83699
2013,A,0,WHO,EN_ATM_PM25,204,R,GPERM3,2023-02-27T00:00:00,2019,30.64747
2014,A,0,WHO,EN_ATM_PM25,204,R,GPERM3,2023-02-27T00:00:00,2019,31.15327
2015,A,0,WHO,EN_ATM_PM25,204,R,GPERM3,2023-02-27T00:00:00,2019,33.00062
2016,A,0,WHO,EN_ATM_PM25,204,R,GPERM3,2023-02-27T00:00:00,2019,32.74243
2017,A,0,WHO,EN_ATM_PM25,204,R,GPERM3,2023-02-27T00:00:00,2019,32.64049
2018,A,0,WHO,EN_ATM_PM25,204,R,GPERM3,2023-02-27T00:00:00,2019,32.20925
2019,A,0,WHO,EN_ATM_PM25,204,R,GPERM3,2023-02-27T00:00:00,2019,31.27388
2010,A,0,WHO,EN_ATM_PM25,204,TSUB,GPERM3,2023-02-27T00:00:00,2019,29.95637
2011,A,0,WHO,EN_ATM_PM25,204,TSUB,GPERM3,2023-02-27T00:00:00,2019,30.51935
2012,A,0,WHO,EN_ATM_PM25,204,TSUB,GPERM3,2023-02-27T00:00:00,2019,30.90816
2013,A,0,WHO,EN_ATM_PM25,204,TSUB,GPERM3,2023-02-27T00:00:00,2019,30.10376
2014,A,0,WHO,EN_ATM_PM25,204,TSUB,GPERM3,2023-02-27T00:00:00,2019,30.29323
2015,A,0,WHO,EN_ATM_PM25,204,TSUB,GPERM3,2023-02-27T00:00:00,2019,32.20873
2016,A,0,WHO,EN_ATM_PM25,204,TSUB,GPERM3,2023-02-27T00:00:00,2019,31.7636
2017,A,0,WHO,EN_ATM_PM25,204,TSUB,GPERM3,2023-02-27T00:00:00,2019,31.76079
2018,A,0,WHO,EN_ATM_PM25,204,TSUB,GPERM3,2023-02-27T00:00:00,2019,31.52785
2019,A,0,WHO,EN_ATM_PM25,204,TSUB,GPERM3,2023-02-27T00:00:00,2019,30.79678
2010,A,0,WHO,EN_ATM_PM25,204,U,GPERM3,2023-02-27T00:00:00,2019,30.84145
2011,A,0,WHO,EN_ATM_PM25,204,U,GPERM3,2023-02-27T00:00:00,2019,31.50721
2012,A,0,WHO,EN_ATM_PM25,204,U,GPERM3,2023-02-27T00:00:00,2019,31.85815
2013,A,0,WHO,EN_ATM_PM25,204,U,GPERM3,2023-02-27T00:00:00,2019,31.05129
2014,A,0,WHO,EN_ATM_PM25,204,U,GPERM3,2023-02-27T00:00:00,2019,31.12912
2015,A,0,WHO,EN_ATM_PM25,204,U,GPERM3,2023-02-27T00:00:00,2019,33.22875
2016,A,0,WHO,EN_ATM_PM25,204,U,GPERM3,2023-02-27T00:00:00,2019,32.70651
2017,A,0,WHO,EN_ATM_PM25,204,U,GPERM3,2023-02-27T00:00:00,2019,32.68574
2018,A,0,WHO,EN_ATM_PM25,204,U,GPERM3,2023-02-27T00:00:00,2019,32.47799
2019,A,0,WHO,EN_ATM_PM25,204,U,GPERM3,2023-02-27T00:00:00,2019,31.77874
