Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2010,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,462483
2011,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,189445
2012,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,777677
2013,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,52086
2014,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,4459
2015,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,101836
2016,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,5455
2017,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,27117
2018,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,16145
2019,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,100994
2020,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,159488
2021,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,537353
2022,A,0,Sum of country-specific and unallocated disbursements received by all countries,2022 Partner Report on Support to Statistics (PRESS),SG_STT_CAPTY,72,USD,2025-05-09T00:00:00,2022,2154681
