Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,BASE_PER,Value
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.29087
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.31332
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.3177
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.37138
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.32521
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.33509
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.37793
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.37489
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.39411
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.38041
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.34459
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.39985
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.40927
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.46
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.41924
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.42061
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF11,T,2025-03-21T00:00:00,2023,,0.4126
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.08756
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.08649
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.10581
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.10662
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.0889
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.10422
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.11309
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.08991
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.1001
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.12322
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.11654
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.15419
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.09338
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.06489
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.10713
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.09784
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.09953
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.06797
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.14581
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.09839
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.23856
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.18389
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.18356
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF121,T,2025-03-21T00:00:00,2023,,0.18063
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,3.80282
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,3.57125
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,2.94515
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,2.86245
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,2.86393
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,2.9508
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,2.92132
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,2.82604
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,2.89467
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,3.05359
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,3.20552
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,3.0414
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,2.62805
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,2.42976
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,1.87593
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,1.88827
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,1.67218
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,1.22375
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,1.18787
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,1.07056
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,0.92062
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,1.06373
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,1.06211
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF122,T,2025-03-21T00:00:00,2023,,1.03074
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.3025
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.29819
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.29446
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.29122
