Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2001,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,2.59
2002,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,2.35
2003,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,2.57
2004,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,2.08
2005,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,1.62
2006,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,1.74
2007,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,1.93
2008,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,2.14
2009,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,2.38
2010,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,2.09
2011,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,2.12
2012,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,2.31
2013,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,1.99
2014,E,0,mainly UNSD National Accounts estimates. Missing data supplemented by IMF and other sources,UNSD national account estimates,AG_PRD_AGVAS,72,PT,2025-03-21T00:00:00,2023,1.82
