Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,13.5132
2001,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,15.31058
2002,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,14.12908
2003,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,16.68253
2004,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,19.21395
2005,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,18.79039
2006,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,19.70961
2007,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,14.94869
2008,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,19.08858
2009,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,18.17562
2010,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,26.14396
2012,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,25.02131
2013,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,22.34122
2014,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,22.22771
2015,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,17.47952
2016,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,18.7914
2017,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,19.87965
2018,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,17.70918
2019,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,18.21017
2020,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,16.41282
2021,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,15.28315
2022,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,16.0946
2023,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,19.04264
2024,A,0,UNESCO Institute for Statistics. Sector Name: General government.,SD_XPD_ESED,204,PT,2025-03-14T00:00:00,2024,17.96803
