Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,OCCUPATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_3,CUR_LCU,2025-03-15T00:00:00,2023,64.13
2020,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_3,CUR_LCU,2025-03-15T00:00:00,2023,70.85
2021,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_3,CUR_LCU,2025-03-15T00:00:00,2023,68.42
2022,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_3,CUR_LCU,2025-03-15T00:00:00,2023,71.71
2023,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_3,CUR_LCU,2025-03-15T00:00:00,2023,82.62
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_4,CUR_LCU,2025-03-15T00:00:00,2023,29.18
2020,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_4,CUR_LCU,2025-03-15T00:00:00,2023,24.92
2021,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_4,CUR_LCU,2025-03-15T00:00:00,2023,22.89
2022,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_4,CUR_LCU,2025-03-15T00:00:00,2023,44.35
2023,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_4,CUR_LCU,2025-03-15T00:00:00,2023,26.78
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_5,CUR_LCU,2025-03-15T00:00:00,2023,15.54
2020,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_5,CUR_LCU,2025-03-15T00:00:00,2023,17.87
2021,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_5,CUR_LCU,2025-03-15T00:00:00,2023,19.4
2022,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_5,CUR_LCU,2025-03-15T00:00:00,2023,21.0
2023,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_5,CUR_LCU,2025-03-15T00:00:00,2023,23.05
2019,U,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_6,CUR_LCU,2025-03-15T00:00:00,2022,10.68
2020,U,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_6,CUR_LCU,2025-03-15T00:00:00,2022,14.66
2022,U,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_6,CUR_LCU,2025-03-15T00:00:00,2022,10.9
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_7,CUR_LCU,2025-03-15T00:00:00,2023,27.8
2020,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_7,CUR_LCU,2025-03-15T00:00:00,2023,23.19
2021,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_7,CUR_LCU,2025-03-15T00:00:00,2023,26.81
2022,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_7,CUR_LCU,2025-03-15T00:00:00,2023,28.08
2023,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_7,CUR_LCU,2025-03-15T00:00:00,2023,25.74
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_8,CUR_LCU,2025-03-15T00:00:00,2023,21.89
2020,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_8,CUR_LCU,2025-03-15T00:00:00,2023,22.16
2021,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_8,CUR_LCU,2025-03-15T00:00:00,2023,22.15
2022,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_8,CUR_LCU,2025-03-15T00:00:00,2023,27.25
2023,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_8,CUR_LCU,2025-03-15T00:00:00,2023,25.76
2019,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_9,CUR_LCU,2025-03-15T00:00:00,2023,6.77
2020,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_9,CUR_LCU,2025-03-15T00:00:00,2023,6.99
2021,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_9,CUR_LCU,2025-03-15T00:00:00,2023,7.51
2022,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_9,CUR_LCU,2025-03-15T00:00:00,2023,9.48
2023,A,0,Repository: ILO-STATISTICS - Micro data processing | Currency: BWA - Pula (BWP),HS - Multi-Topic Household Survey,SL_EMP_EARN,72,M,Y_GE15,ISCO08_9,CUR_LCU,2025-03-15T00:00:00,2023,8.38
