Year,OBS_STATUS,UNIT_MULT,BASE_PER,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2019,O,0,2017,NaN = A figure was not provided,NA,PD_AGR_LSFP,204,None,CON_PPP_USD,2025-03-21T00:00:00,2021,23.27
2019,O,0,2017,NaN = A figure was not provided,NA,PD_AGR_LSFP,204,F,CON_PPP_USD,2025-03-21T00:00:00,2021,26.28
2019,O,0,2017,NaN = A figure was not provided,NA,PD_AGR_LSFP,204,M,CON_PPP_USD,2025-03-21T00:00:00,2021,23.14
2019,O,0,2017,NaN = A figure was not provided,NA,PD_AGR_SSFP,204,None,CON_PPP_USD,2025-03-21T00:00:00,2022,12.3
2019,O,0,2017,NaN = A figure was not provided,NA,PD_AGR_SSFP,204,F,CON_PPP_USD,2025-03-21T00:00:00,2022,11.58
2019,O,0,2017,NaN = A figure was not provided,NA,PD_AGR_SSFP,204,M,CON_PPP_USD,2025-03-21T00:00:00,2022,12.47
