Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2003,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,72,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,7.1
2004,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,72,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,6.3
2005,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,72,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,5.7
2006,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,72,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,5.2
2007,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,72,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,4.9
2008,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,72,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,4.6
2009,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,72,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,4.3
2010,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,72,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,4.2
2011,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,72,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,4.2
2012,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,72,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,4.0
2013,E,0,UNAIDS 2024 HIV ESTIMATES,SH_HIV_INCD,72,F,Y_GE50,PER_1000_UNINFECTED_POP,2025-03-05T00:00:00,2023,3.8
