Year,OBS_STATUS,UNIT_MULT,BASE_PER,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2019,O,0,2017,NaN = A figure was not provided,NA,SI_AGR_LSFP,204,None,CON_PPP_USD,2025-03-21T00:00:00,2022,5377.97
2019,O,0,2017,NaN = A figure was not provided,NA,SI_AGR_LSFP,204,F,CON_PPP_USD,2025-03-21T00:00:00,2022,3085.93
2019,O,0,2017,NaN = A figure was not provided,NA,SI_AGR_LSFP,204,M,CON_PPP_USD,2025-03-21T00:00:00,2022,5473.97
2019,O,0,2017,NaN = A figure was not provided,NA,SI_AGR_SSFP,204,None,CON_PPP_USD,2025-03-21T00:00:00,2022,868.51
2019,O,0,2017,NaN = A figure was not provided,NA,SI_AGR_SSFP,204,F,CON_PPP_USD,2025-03-21T00:00:00,2022,461.31
2019,O,0,2017,NaN = A figure was not provided,NA,SI_AGR_SSFP,204,M,CON_PPP_USD,2025-03-21T00:00:00,2022,956.51
