Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,204,U,PT,2025-06-25T00:00:00,2022,71.86569
2002,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,204,U,PT,2025-06-25T00:00:00,2022,71.47241
2004,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,204,U,PT,2025-06-25T00:00:00,2022,71.07914
2006,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,204,U,PT,2025-06-25T00:00:00,2022,70.68586
2008,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,204,U,PT,2025-06-25T00:00:00,2022,70.29258
2010,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,204,U,PT,2025-06-25T00:00:00,2022,69.89931
2012,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,204,U,PT,2025-06-25T00:00:00,2022,69.50603
2014,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,204,U,PT,2025-06-25T00:00:00,2022,69.11276
2016,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,204,U,PT,2025-06-25T00:00:00,2022,68.71948
2018,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,204,U,PT,2025-06-25T00:00:00,2022,68.3262
2020,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,204,U,PT,2025-06-25T00:00:00,2022,67.93293
2022,A,0,United Nations Human Settlements Programme (UN-HABITAT),EN_LND_SLUM,204,U,PT,2025-06-25T00:00:00,2022,64.01064
