Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,ACTIVITY,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2009,A,0,World Bank Enterprise Surveys. Available at https://www.enterprisesurveys.org/,FC_ACC_SSID,204,ISIC4_C,PT,2025-02-27T00:00:00,2016,25.97
2016,A,0,World Bank Enterprise Surveys. Available at https://www.enterprisesurveys.org/,FC_ACC_SSID,204,ISIC4_C,PT,2025-02-27T00:00:00,2016,51.5
